NOTICE_DATE,JOB_SITE_NAME,COUNTY_NAME,WDA_NAME,TOTAL_LAYOFF_NUMBER,LayOff_Date,WFDD_RECEIVED_DATE,CITY_NAME
08/03/2023,Yellow Freight (Waco),McLennan,Heart of Texas WDA,17,07/28/2023,08/03/2023,Waco
08/02/2023,FedEx Supply Chain Logistics & Electronics (Ft. Worth),Tarrant,Tarrant County WDA,280,09/23/2023,08/02/2023,Fort Worth
08/01/2023,"Ericsson, Inc.",Collin,North Central Texas WDA,64,09/29/2023,08/01/2023,Plano
07/27/2023,Vibra Hospital of Desoto,Dallas,Dallas County WDA,76,09/29/2023,07/27/2023,DeSoto
07/19/2023,Ventra Health,Tarrant,Tarrant County WDA,64,10/09/2023,07/19/2023,Fort Worth
07/17/2023,"David's Bridal, LLC (Frisco)",Collin,North Central Texas WDA,53,07/17/2023,07/17/2023,Frisco
07/17/2023,"David's Bridal, LLC (Arlington)",Tarrant,Tarrant County WDA,27,07/17/2023,07/17/2023,Arlington
07/17/2023,"David's Bridal, LLC (Friendswood)",Harris,Gulf Coast WDA,35,07/17/2023,07/17/2023,Friendswood
07/17/2023,"David's Bridal, LLC (610 & San Felipe Shop Center)",Harris,Gulf Coast WDA,39,07/17/2023,07/17/2023,Houston
07/17/2023,"David's Bridal, LLC (San Antonio)",Bexar,Alamo WDA,38,07/17/2023,07/17/2023,San Antonio
07/17/2023,"David's Bridal, LLC (Houston North The Woodlands)",Montgomery,Gulf Coast WDA,41,07/17/2023,07/17/2023,Woodlands
07/17/2023,"David's Bridal, LLC (Hurst)",Tarrant,Tarrant County WDA,25,07/17/2023,07/17/2023,Hurst
07/17/2023,"David's Bridal, LLC (North Dallas)",Tarrant,Dallas County WDA,33,07/17/2023,07/17/2023,Dallas
07/17/2023,"David's Bridal, LLC (Mesquite)",Dallas,Dallas County WDA,27,07/17/2023,07/17/2023,Mesquite
07/17/2023,"David's Bridal, LLC (Beaumont)",Jefferson,South East Texas WDA,21,07/17/2023,07/17/2023,Beaumont
07/17/2023,"David's Bridal, LLC (Lewisville)",Denton,North Central Texas WDA,28,07/17/2023,07/17/2023,Lewisville
07/17/2023,"David's Bridal, LLC (Tyler)",Smith,East Texas WDA,31,07/17/2023,07/17/2023,Tyler
07/17/2023,"David's Bridal, LLC (McAllen)",Hidalgo,Lower Rio Grande Valley WDA,31,07/17/2023,07/17/2023,McAllen
07/17/2023,"David's Bridal, LLC (Sugar Land)",Fort Bend,Gulf Coast WDA,38,07/17/2023,07/17/2023,Sugar Land
07/17/2023,"David's Bridal, LLC (North Austin)",Travis,Capital Area WDA,43,07/17/2023,07/17/2023,Austin
07/17/2023,"David's Bridal, LLC (Waco)",McLennan,Heart of Texas WDA,30,07/17/2023,07/17/2023,Waco
07/17/2023,"David's Bridal, LLC (Corpus Christie)",Nueces,Coastal Bend WDA,21,07/17/2023,07/17/2023,Corpus Christi
07/17/2023,"David's Bridal, LLC (Fort Worth)",Tarrant,Tarrant County WDA,29,07/17/2023,07/17/2023,Fort Worth
07/17/2023,"David's Bridal, LLC (Abilene)",Taylor,West Central WDA,19,07/17/2023,07/17/2023,Abilene
07/17/2023,"David's Bridal, LLC (San Antonio Bexar County)",Bexar,Alamo WDA,25,07/17/2023,07/17/2023,San Antonio
07/17/2023,"David's Bridal, LLC (College Station)",Brazos,Brazos Valley WDA,14,07/17/2023,07/17/2023,College Station
07/17/2023,"David's Bridal, LLC (El Paso)",El Paso,Borderplexjobs WDA,26,07/17/2023,07/17/2023,El Paso
07/17/2023,"David's Bridal, LLC (Austin South)",Travis,Capital Area WDA,26,07/17/2023,07/17/2023,Austin
07/17/2023,"David's Bridal, LLC (Lubbock)",Lubbock,South Plains WDA,31,07/17/2023,07/17/2023,Lubbock
07/05/2023,S&B Industry Inc.,Tarrant,Tarrant County WDA,115,07/21/2023,07/05/2023,Fort Worth
06/29/2023,AAC Holding Corporation,Dallas,Dallas County WDA,188,08/16/2023,06/29/2023,Dallas
06/29/2023,Management Training Corporation (Sanders Estes Unit),Johnson,North Central Texas WDA,120,08/31/2023,06/29/2023,Venus
06/29/2023,"Aramark Campus, LLC at New Braunfels ISD",Comal,Alamo WDA,59,06/30/2023,06/29/2023,New Braunfels
06/27/2023,"Packers Sanitation Services, Inc. (PSSI) Center, Texas",Shelby,Deep East Texas WDA,93,06/09/2023,06/27/2023,Center
06/27/2023,Management & Training Corporation (Cleveland TX),Liberty,Gulf Coast WDA,107,08/31/2023,06/27/2023,Cleveland
06/27/2023,"Federal Heath Sign Company, LLC",Tarrant,Tarrant County WDA,47,09/01/2023,06/27/2023,Euless
06/27/2023,Management & Training Corporation (MTC) - Diboll,Angelina,Deep East Texas WDA,101,08/31/2023,06/27/2023,Diboll
06/23/2023,Cognizant Technology Solutions,Travis,Capital Area WDA,56,08/20/2023,06/23/2023,Austin
06/15/2023,Accenture Austin),Williamson,Rural Capital WDA,218,08/14/2023,06/15/2023,Austin
06/15/2023,"Neilsen and Bainbridge, LLC",Williamson,Rural Capital WDA,116,05/23/2023,06/15/2023,Austin
06/15/2023,Southeast Service Corporation (Bastrop Independent School District),Bastrop,Rural Capital WDA,91,08/05/2023,06/15/2023,Bastrop
09/21/2023,Owens-Brockway Glass Container Inc.,McLennan,Heart of Texas WDA,300,10/16/2023,09/21/2023,Waco
09/19/2023,Off Lease LLC,Harris,Gulf Coast WDA,103,09/07/2023,09/19/2023,Katy
09/19/2023,Compass United,Bexar,Alamo WDA,104,10/29/2023,09/19/2023,San Antonio
09/18/2023,Aramark @Trinity Mother Frances Hospital,Smith,East Texas WDA,163,10/31/2023,09/18/2023,Tyler
09/18/2023,Aramark Christus Children's Hospital,Bexar,Alamo WDA,71,10/31/2023,09/18/2023,San Antonio
09/18/2023,Aramark Christus Santa Rosa Westover Hills,Bexar,Alamo WDA,73,10/31/2023,09/18/2023,San Antonio
09/18/2023,Aramark Christus Hospital St.Elizabeth,Jefferson,South East Texas WDA,87,10/31/2023,09/18/2023,Beaumont
09/18/2023,Aramark Christus St. Michael HospitL,Bowie,North East Texas WDA,87,10/31/2023,09/18/2023,Texarkana
09/18/2023,Aramark Christus Spohn Shoreline,Nueces,Coastal Bend WDA,116,10/31/2023,09/18/2023,Corpus Christi
09/18/2023,Aramark @ Christus Good Shepard Medical Center,Gregg,East Texas WDA,97,10/31/2023,09/18/2023,Longview
09/12/2023,Raytheon Technologies,Dallas,Dallas County WDA,27,09/11/2023,09/12/2023,Dallas
09/08/2023,Watts Regulators Co.,Bexar,Alamo WDA,31,11/06/2023,09/08/2023,San Antonio
09/07/2023,ED Tucker Powersports,Tarrant,Tarrant County WDA,165,10/30/2023,09/07/2023,Ft. Worth
08/31/2023,"GXO Logistics of Texas Supply Chain, Inc",Dallas,Dallas County WDA,92,10/31/2023,08/31/2023,Wilmer
08/29/2023,Freedom Graphic Systems Inc.,Dallas,Dallas County WDA,59,11/17/2023,08/29/2023,Grand Prairie
08/29/2023,Holiday Inn Club Vacations-Pantego,Tarrant,Tarrant County WDA,56,10/27/2023,08/29/2023,Pantego
08/25/2023,Carling Technologies,Cameron,Cameron County WDA,83,11/03/2023,08/25/2023,Brownsville
08/24/2023,VSPOne Dallas,Denton,North Central Texas WDA,15,10/26/2023,08/24/2023,Lewisville
08/23/2023,Harland Clarke Corp,Tarrant,Tarrant County WDA,130,12/01/2023,08/23/2023,Grapevine
08/23/2023,CVS Health (Richardson),Dallas,Dallas County WDA,167,10/21/2023,08/23/2023,Richardson
08/18/2023,"S&B Plant Services, LTD. (Deer Park)",Harris,Gulf Coast WDA,163,10/02/2023,08/18/2023,Deer Park
08/18/2023,"S&B Plant Services, LTD (Pasadena)",Harris,Gulf Coast WDA,32,10/02/2023,08/18/2023,Pasadena
08/18/2023,"S&B Plant Service, LTD (La Porte)",Harris,Gulf Coast WDA,3,10/02/2023,08/18/2023,La Porte
08/18/2023,"Appfolio, Inc.",Dallas,Dallas County WDA,38,11/15/2023,08/18/2023,Richardson
08/17/2023,"Wayforth, LLC (Cedar Park)",Williamson,Rural Capital WDA,10,08/18/2023,08/17/2023,Cedar Park
08/17/2023,"Wayforth, LLC (Grapevine)",Tarrant,Tarrant County WDA,15,08/18/2023,08/17/2023,Grapevine
08/17/2023,"Wayforth, LLC (Houston)",Harris,Gulf Coast WDA,16,08/18/2023,08/17/2023,Houston
11/08/2023,CVS Health (Irving),Dallas,Dallas County WDA,2,12/30/2023,11/08/2023,Irving
11/08/2023,Whole Food Market (Midtown Houston),Harris,Gulf Coast WDA,110,12/05/2023,11/08/2023,Houston
11/06/2023,Walmart #1258,Tarrant,Tarrant County WDA,363,02/09/2023,11/06/2023,Fort Worth
11/06/2023,Raytheon Technologies,Dallas,Dallas County WDA,34,01/05/2023,11/06/2023,Dallas
10/31/2023,PVA Downtown,Bexar,Alamo WDA,20,12/04/2023,10/31/2023,San Antonio
10/31/2023,PVA Medical Center,Bexar,Alamo WDA,10,12/04/2023,10/31/2023,San Antonio
10/31/2023,Builders FirstSource (Grandview),Johnson,North Central Texas WDA,76,12/30/2023,10/31/2023,Grandview
10/26/2023,Cygnus Home Service LLC. (Abilene),Taylor,West Central WDA,5,12/15/2023,10/26/2023,Abilene
10/26/2023,Cygnus Home Service LLC (Alvin),Brazoria,Gulf Coast WDA,6,12/15/2023,10/26/2023,Alvin
10/26/2023,Cygnus Home Service LLC. (Conroe),Montgomery,Gulf Coast WDA,9,12/15/2023,10/26/2023,Conroe
10/26/2023,Cygnus Home Service LLC. (Houston),Harris,Gulf Coast WDA,13,12/15/2023,10/26/2023,Houston
10/26/2023,Cygnus Home Services LLC. (Lubbock),Lubbock,South Plains WDA,8,12/15/2023,10/26/2023,Lubbock
10/26/2023,Cygnus Home Services LLC. (Mt. Pleasant),Titus,North East Texas WDA,10,12/15/2023,10/26/2023,Mt Pleasant
10/26/2023,Cygnus Home Services LLC. (Nacogdoches),Nacogdoches,Deep East Texas WDA,8,12/15/2023,10/26/2023,Nacogdoches
10/26/2023,Cygnus Home Services LLC. (Odessa),Ector,Permian Basin WDA,8,10/26/2023,10/26/2023,Odessa
10/26/2023,Cygnus Home Services LLC. (Pampa),Gray,Panhandle WDA,7,12/15/2023,10/26/2023,Pampa
10/26/2023,Cygnus Home Services LLC. (Round Rock),Williamson,Rural Capital WDA,11,10/26/2023,10/26/2023,Round Rock
10/26/2023,Cygnus Home Services LLC. (San Angelo),Tom Green,Concho Valley WDA,5,12/15/2023,10/26/2023,San Angelo
10/26/2023,Cygnus Home Services LLC. (Schertz),Bexar,Alamo WDA,6,12/15/2023,10/26/2023,Schertz
10/26/2023,Cygnus Home Services LLC. (Sherman),Grayson,Texoma WDA,7,12/15/2023,10/26/2023,Sherman
10/26/2023,Cygnus Home Services LLC. (Waco),McLennan,Heart of Texas WDA,6,12/15/2023,10/26/2023,Waco
10/25/2023,MV-Transportation Austin (North Yard),Travis,Capital Area WDA,400,12/31/2023,10/25/2023,Austin
10/25/2023,MV- Transportation Austin (South Yard),Travis,Capital Area WDA,778,12/31/2023,10/25/2023,Austin
10/23/2023,"Ericsson, Inc.",Collin,North Central Texas WDA,6,01/05/2024,10/23/2023,Plano
10/23/2023,XTO Energy Inc. (Tyler),Smith,East Texas WDA,1,12/20/2023,10/23/2023,Tyler
10/23/2023,XTO Energy Inc. (Jewett #2),Leon,Brazos Valley WDA,9,12/20/2023,10/23/2023,Jewett
10/23/2023,XTO Energy Inc. (Teague #2),Freestone,Heart of Texas WDA,11,12/20/2023,10/23/2023,Teague
10/23/2023,XTO Energy Inc. (Donie #2),Freestone,Heart of Texas WDA,46,12/20/2023,10/23/2023,Donie
10/20/2023,XTO Energy Inc. (Franklin),Robertson,Brazos Valley WDA,15,12/20/2023,10/20/2023,Franklin
10/20/2023,XTO Energy Inc. (Jewett),Leon,Brazos Valley WDA,18,12/20/2023,10/20/2023,Jewett
10/20/2023,XTO Energy Inc. (Donie),Freestone,Heart of Texas WDA,20,12/20/2023,10/20/2023,Donie
10/19/2023,"GulfMark Energy, Inc.(Chico)",Wise,North Central Texas WDA,6,11/01/2023,10/19/2023,Chico
10/19/2023,"GulfMark Energy, Inc.(Electra)",Wichita,North Texas WDA,18,11/01/2023,10/19/2023,Electra
10/19/2023,"GulfMark Energy, Inc. (Bowie)",Montague,North Texas WDA,15,11/01/2023,10/19/2023,Bowie
10/19/2023,"GulfMark Energy, Inc.",Cooke,Texoma WDA,7,11/01/2023,10/19/2023,Gainesville
10/18/2023,Southwestern Health Resources,Dallas,Dallas County WDA,288,12/31/2023,10/18/2023,Farmers Branch
10/12/2023,LegalZoom.com,Williamson,Rural Capital WDA,122,12/15/2023,10/12/2023,Austin
10/10/2023,"Mittera Group, Inc.",Dallas,Dallas County WDA,136,12/09/2023,10/10/2023,Carrollton
10/10/2023,Accenture LLP (Austin),Travis,Capital Area WDA,351,12/08/2023,10/10/2023,Austin
10/09/2023,"Reata Pharmaceuticals, Inc.(Legacy)",Collin,North Central Texas WDA,113,11/27/2023,10/09/2023,Plano
10/09/2023,L3Harris Technologies,Rockwall,North Central Texas WDA,268,11/30/2023,10/09/2023,Rockwall
10/09/2023,Fluor Enterprises-M&G Jumbo Project,Nueces,Coastal Bend WDA,66,09/28/2023,10/09/2023,Corpus Ch
10/09/2023,American Medical Response (Fort Worth#2),Tarrant,Tarrant County WDA,156,09/03/2023,10/09/2023,Fort Worth
10/09/2023,Raytheon Technologies,Dallas,Dallas County WDA,38,12/08/2023,10/09/2023,Dallas
10/06/2023,Invista-Nylon Chemicals Americas,Orange,South East Texas WDA,239,10/27/2023,10/06/2023,Orange
10/04/2023,Parker Hannifan-HVAC Division,Dallas,Dallas County WDA,76,12/02/2023,10/04/2023,Mesquite
10/02/2023,Stitch Fix,Dallas,None,558,12/01/2023,10/02/2023,Dallas
12/04/2023,Granite Peak Fabrication,Midland,Permian Basin WDA,89,02/02/2024,12/04/2023,Midland
12/04/2023,DHL Supply Chain - Sugar Land,Fort Bend,Gulf Coast WDA,10,01/31/2024,12/04/2023,Sugar Land
12/04/2023,DHL Supply Chain - Missouri City,Fort Bend,Gulf Coast WDA,50,12/04/2023,12/04/2023,Missouri City
12/04/2023,"Matheson Flight Extenders, Inc.",Tarrant,Tarrant County WDA,92,01/31/2024,12/04/2023,Grapevine
12/01/2023,Vmware Inc. River Place),Travis,Capital Area WDA,577,01/26/2024,12/01/2023,Austin
11/27/2023,Bandier Texas LLC.,Dallas,Dallas County WDA,9,11/22/2023,11/27/2023,Dallas
11/27/2023,Covenant Aviation Security(George Bush Airport),Harris,Gulf Coast WDA,64,12/06/2023,11/27/2023,Houston
11/27/2023,Covenant Aviation Security (Hobby Airport),Harris,Gulf Coast WDA,39,12/06/2023,11/27/2023,Houston
11/27/2023,Cognizant Technology Solutions (Riata),Travis,Capital Area WDA,65,12/08/2023,11/27/2023,Austin
11/27/2023,Bandier Texas LLC.,Dallas,Dallas County WDA,9,11/22/2023,11/27/2023,Dallas
11/13/2023,ADT Solar (Dallas),Dallas,Dallas County WDA,53,11/10/2023,11/13/2023,Dallas
11/10/2023,Hyliion Inc,Williamson,Rural Capital WDA,150,11/08/2023,11/10/2023,Cedar Park
11/08/2023,CVS Health (Richardson),Dallas,Dallas County WDA,2,12/31/2023,11/08/2023,Richardson
11/08/2023,CMA CGM (America) LLC,Tarrant,Tarrant County WDA,64,12/12/2023,11/08/2023,Dallas
11/08/2023,10 Roads Express LLC.,Tarrant,Tarrant County WDA,66,10/16/2023,11/08/2023,Fort Worth
01/16/2024,"WWL Vehicle Services Americas, Inc.",Harris,Gulf Coast WDA,63,03/18/2024,01/16/2024,Houston
01/12/2024,GDI Services - Coppell,Dallas,Dallas County WDA,44,01/04/2024,01/12/2024,Coppell
01/12/2024,GDI Services Dallas,Dallas,Concho Valley WDA,44,01/04/2024,01/12/2024,Dallas
01/12/2024,Unity Technologies-Austin,Travis,Capital Area WDA,92,01/09/2024,01/12/2024,Austin
01/09/2024,"ABM Industries, Inc. Flowers Baking Company",Bexar,Alamo WDA,176,03/02/2024,01/09/2024,San Antonio
01/09/2024,Tom Thumb Store #3854,Tarrant,Tarrant County WDA,71,02/17/2024,01/09/2024,Grapevine
01/08/2024,Masonite Corporation (Greenville),Hunt,North Central Texas WDA,75,12/06/2023,01/08/2024,Greenville
01/08/2024,"Packers Sanitation Services, Inc. (PSSI) Friona",Parmer,Panhandle WDA,103,01/11/2024,01/08/2024,Friona
01/05/2024,Genpact US Services LLC,Collin,North Central Texas WDA,365,02/28/2024,01/05/2024,Richardson
01/05/2024,Technica Corporation,Bexar,Alamo WDA,60,02/15/2024,01/05/2024,San Antonio
01/04/2024,Randalls #2490,Travis,Capital Area WDA,76,02/10/2024,01/04/2024,Austin
12/18/2023,Custom Ink,Denton,North Central Texas WDA,256,12/15/2023,12/18/2023,Flower Mound
12/11/2023,The International Paper Company Sabine Railroad,Orange,South East Texas WDA,12,02/06/2024,12/11/2023,Orange
12/07/2023,Masonite Coorporation,Hunt,North Central Texas WDA,75,12/06/2023,12/07/2023,Greenville
02/15/2024,NexTier Completion Solutions Inc. - San Angelo II,Tom Green,Concho Valley WDA,104,04/17/2024,02/15/2024,San Angelo
02/12/2024,"WFS Express, Inc. Kelley Field",Bexar,Alamo WDA,65,04/10/2024,02/12/2024,San Antonio
02/02/2024,Shearer's Foods LLC,Lubbock,South Plains WDA,176,03/31/2024,02/02/2024,Lubbock
02/01/2024,"Mattison Pathology, LLP dba Avero Diagnotics",Dallas,Dallas County WDA,103,12/08/2024,02/01/2024,Irving
01/30/2024,American Airlines-SRO,Tarrant,Tarrant County WDA,321,03/30/2024,01/30/2024,Ft. Worth
01/25/2024,Hollingsworth LLC,Tarrant,Tarrant County WDA,153,03/31/2024,01/25/2024,Fort Worth
01/25/2024,Vroom-Meadows Place #2,Fort Bend,Gulf Coast WDA,54,03/23/2024,01/25/2024,Stafford
01/25/2024,Vroom-Stafford,Harris,Gulf Coast WDA,283,03/23/2024,01/25/2024,Stafford
01/24/2024,"Panera, LLC Fresh Dough Facility",Harris,Gulf Coast WDA,84,03/24/2024,01/24/2024,Houston
01/24/2024,Longwood Elastomers,Washington,Brazos Valley WDA,52,04/01/2024,01/24/2024,Brenham
01/23/2024,Vroom-Sam Houston Parkway,Harris,Gulf Coast WDA,178,03/23/2024,01/23/2024,Houston
01/22/2024,Horton Automatics,Nueces,Coastal Bend WDA,63,03/18/2024,01/22/2024,Corpus Christi
01/19/2024,HMS Host-DFW Airport,Tarrant,Tarrant County WDA,334,01/14/2024,01/19/2024,Grapevine
01/18/2024,Versum Materials US LLC,Travis,Capital Area WDA,51,02/02/2024,01/18/2024,Austin
01/17/2024,Jumbo Beverages,Tarrant,Tarrant County WDA,109,02/29/2024,01/17/2024,Grapevine
03/04/2024,"Gulf Stevedoring Services, LLC",Galveston,Gulf Coast WDA,29,04/30/2024,03/04/2024,Galveston
02/29/2024,"Ironhorse Funding, LLC.",Dallas,Dallas County WDA,9,03/08/2024,02/29/2024,Irving
02/29/2024,Denbury Inc,Collin,North Central Texas WDA,111,04/30/2024,02/29/2024,Plano
02/27/2024,Expedia Group Inc. (Austin),Travis,Capital Area WDA,64,05/01/2024,02/27/2024,Austin
02/26/2024,Daifuku Services America Corp.,Dallas,Dallas County WDA,38,04/22/2024,02/26/2024,Carrollton
02/26/2024,Frontpoint LLC. (Primary Home Health Care),Tarrant,Tarrant County WDA,53,03/11/2024,02/26/2024,Arlington
02/23/2024,Oldcastle Infrastructure,Tarrant,Tarrant County WDA,64,04/22/2024,02/23/2024,Kennedale
02/22/2024,"Kasasa, LTD",Travis,Capital Area WDA,59,02/21/2024,02/22/2024,Austin
02/22/2024,Rio Grande Valley Sugar Growers 2024,Cameron,Cameron County WDA,435,04/29/2024,02/22/2024,Santa Rosa
04/04/2024,"Rooster Teeth Productions, LLC II",Travis,Capital Area WDA,6,06/08/2024,04/04/2024,Austin
04/03/2024,"Nosco, Inc.",Dallas,Dallas County WDA,51,06/02/2024,04/03/2024,Carrollton
03/28/2024,Davies UC LLC,Travis,Capital Area WDA,3,05/26/2024,03/28/2024,Austin
03/27/2024,Kroger Fulfillment Network LLC-San Antonio,Bexar,Alamo WDA,73,03/25/2024,03/27/2024,San Antonio
03/26/2024,Kroger Fulfillment Network LLC-Austin,Travis,Capital Area WDA,52,05/25/2024,03/26/2024,Austin
03/14/2024,Signify North America Corporation - Genlyte Thomas LLC,Hays,Rural Capital WDA,109,05/16/2024,03/14/2024,San Marcos
03/14/2024,Stanley Black and Decker,Hidalgo,Lower Rio Grande Valley WDA,127,05/10/2024,03/14/2024,Mission
03/11/2024,"Rooster Teeth Production, LLC",Travis,Rural Capital WDA,133,05/11/2024,03/11/2024,Austin
03/08/2024,"Tramontina USA, Inc.",Fort Bend,Gulf Coast WDA,62,03/08/2024,03/08/2024,Sugar Land
03/06/2024,Phoenix Assurance,Tarrant,Tarrant County WDA,25,04/30/2024,03/06/2024,Fort Worth
03/06/2024,Artic Slope Mission Services',El Paso,Borderplexjobs WDA,70,03/06/2024,03/06/2024,El Paso
04/30/2024,"Arnold Transportation Services, Inc",Dallas,Dallas County WDA,157,04/30/2024,04/30/2024,Grand Prairie
04/25/2024,"Soil Organic, Inc.",Navarro,North Central Texas WDA,61,09/13/2024,04/25/2024,Rice
04/23/2024,Tesla,Travis,Capital Area WDA,2688,04/19/2024,04/23/2024,Austin
04/23/2024,Expedia Group Inc. (Austin),Travis,Capital Area WDA,84,06/21/2024,04/23/2024,Austin
04/17/2024,Joyson Safety Systems,Bexar,Alamo WDA,108,06/01/2024,04/17/2024,San Antonio
04/16/2024,Kohler Co.,Brown,West Central WDA,93,06/14/2024,04/16/2024,Brownwood
06/04/2024,Kaiser Aluminum - Sherman,Grayson,Texoma WDA,75,07/11/2024,06/04/2024,Sherman
06/04/2024,99 Cents Only Store LLC (Waco),McLennan,Heart of Texas WDA,20,06/03/2024,06/04/2024,Waco
06/04/2024,99 Cents Only Stores - Houston - 4,Harris,Gulf Coast WDA,20,06/03/2024,06/04/2024,Houston
06/04/2024,99 Cents Only Stores - San Antonio,Bexar,Alamo WDA,20,06/03/2024,06/04/2024,San Antonio
06/04/2024,99 Cents Only Store LLC (Pasadena),Harris,Gulf Coast WDA,20,06/03/2024,06/04/2024,Pasadena
06/04/2024,99 Cents Only Store LLC (Mcallen),Hidalgo,Lower Rio Grande Valley WDA,20,06/03/2024,06/04/2024,McAllen
06/04/2024,99 Cents Only Store LLC (Rosenberg),Fort Bend,Gulf Coast WDA,20,06/03/2024,06/04/2024,Rosenberg
06/04/2024,99 Cents Only Store LLC (Walzem),Bexar,Alamo WDA,20,06/03/2024,06/04/2024,San Antonio
06/04/2024,99 Cents Only Store LLC (Katy#2),Harris,Gulf Coast WDA,20,06/03/2024,06/04/2024,Katy
06/03/2024,"Zachry Industrial, Inc. (Sabine Pass)",Jefferson,South East Texas WDA,4072,05/21/2024,06/03/2024,Sabine Pass
06/03/2024,"Zachry Industrial, Inc.(Orange)",Orange,South East Texas WDA,16,05/21/2024,06/03/2024,Orange
06/03/2024,"Zachry Industrial, Inc.(Beaumont)",Jefferson,South East Texas WDA,15,05/21/2024,06/03/2024,Beaumont
06/03/2024,"Zachry Industrial, Inc. (Baytown)",Harris,Gulf Coast WDA,307,05/21/2024,06/03/2024,Baytown
06/03/2024,99 Cents Only Store LLC. (Conroe),Montgomery,Gulf Coast WDA,20,06/03/2024,06/03/2024,Conroe
06/03/2024,99 Cents Only Store LLC (El Paso),El Paso,Borderplexjobs WDA,20,06/03/2024,06/03/2024,El Paso
06/03/2024,99 Cents Only Store LLC (Katy),Harris,Gulf Coast WDA,20,06/03/2024,06/03/2024,Katy
05/31/2024,Southwest Airlines  (Terminal Rd),Harris,Gulf Coast WDA,97,08/04/2024,05/31/2024,Houston
05/30/2024,Dallas Morning News North Plant,Collin,North Central Texas WDA,85,01/01/2025,05/30/2024,Plano
05/23/2024,Unleashed Brands (Towson),Tarrant,Tarrant County WDA,48,05/21/2024,05/23/2024,Bedford
05/21/2024,Walmart (Carrollton),Dallas,Dallas County WDA,206,08/09/2024,05/21/2024,Carrollton
05/20/2024,Walmart (Munger Blvd.),Dallas,None,1266,08/09/2024,05/20/2024,Dallas
05/17/2024,VSPOne Dallas,Denton,North Central Texas WDA,14,07/18/2024,05/17/2024,Lewisville
05/15/2024,GoldStar Transit (Waco ISD),McLennan,Heart of Texas WDA,94,06/01/2024,05/15/2024,Waco
05/14/2024,"Rarefied Atmosphere, Inc",Travis,Capital Area WDA,106,07/12/2024,05/14/2024,Austin
05/07/2024,"Arkane Studios, LLC.",Travis,Capital Area WDA,96,07/06/2024,05/07/2024,Austin
05/03/2024,Allied Universal Security Services (Wadsworth),Matagorda,Gulf Coast WDA,173,06/03/2024,05/03/2024,Wadsworth
05/02/2024,Denbury Inc.,Collin,North Central Texas WDA,3,06/30/2024,05/02/2024,Plano
05/02/2024,Baylor Scott & White Institute for Rehabilitation-Home Health,Denton,North Central Texas WDA,81,06/30/2024,05/02/2024,Flower Mound
05/02/2024,Select Specialty Hospital Longview-Select Medical Corporation,Gregg,East Texas WDA,94,06/30/2024,05/02/2024,Longview
05/02/2024,TATA Consultancy Services Limited 2024,Dallas,Dallas County WDA,94,05/06/2024,05/02/2024,Irving
05/02/2024,"Careismatic Brands, Inc.",Dallas,Dallas County WDA,202,05/31/2024,05/02/2024,Dallas
05/02/2024,Aramark Baylor (2100 River Street),McLennan,Heart of Texas WDA,64,05/31/2024,05/02/2024,Waco
05/02/2024,Aramark Baylor(1919 S.First Street),McLennan,Heart of Texas WDA,691,05/31/2024,05/02/2024,Waco
05/02/2024,GoldStar Transit(Robinson Independent School District),McLennan,Heart of Texas WDA,500,06/01/2024,05/02/2024,Robinson
05/02/2024,TATA Consultancy Services Limited 2024(Austin),Williamson,Rural Capital WDA,21,04/15/2024,05/02/2024,Austin
05/02/2024,E4D Technologies,Collin,North Central Texas WDA,67,05/01/2024,05/02/2024,Richardson
05/02/2024,Westlake Royal Building Products,Dallas,Dallas County WDA,260,05/04/2024,05/02/2024,Carrollton
07/05/2024,ShipBob Inc. (Grapevine),Dallas,Dallas County WDA,48,09/19/2024,07/05/2024,Grapevine
07/05/2024,ShipBob Inc. (Dallas Hub),Dallas,Dallas County WDA,3,09/19/2024,07/05/2024,Dallas
07/03/2024,"ISS Action, Inc.",Cameron,Cameron County WDA,197,08/31/2024,07/03/2024,Harlingen
06/30/2024,"Zachry Industrial, Inc. (Baytown) Updated",Chambers,Gulf Coast WDA,28,08/31/2024,06/30/2024,Baytown
06/30/2024,"Zachry Industrial, Inc. (Sabine Pass) Updated",Jefferson,South East Texas WDA,33,08/31/2024,06/30/2024,Sabine Pass
06/30/2024,"Zachry Industrial, Inc. (Orange) Updated",Orange,South East Texas WDA,32,06/30/2024,06/30/2024,Orange
06/30/2024,"Zachry Industrial, Inc. (Beaumont) Updated",Jefferson,South East Texas WDA,33,08/31/2024,06/30/2024,Beaumont
06/27/2024,New Options Sports,Dallas,Dallas County WDA,45,08/26/2024,06/27/2024,Farmers Branch
06/25/2024,Southeast Service Corporation Services For Education,Kleberg,Coastal Bend WDA,95,08/02/2024,06/25/2024,Kingsville
06/24/2024,"Ardagh Glass Packaging, Inc.",Harris,Gulf Coast WDA,220,07/01/2024,06/24/2024,Houston
06/20/2024,HII Mission Technologies (HII Defense and Federal Solutions),Bexar,Alamo WDA,57,07/31/2024,06/20/2024,San Antonio
06/17/2024,Compass Group / Fresh & Ready Foods,Dallas,Dallas County WDA,65,08/30/2024,06/17/2024,Dallas
06/14/2024,Charter Communications (Austin),Travis,Capital Area WDA,230,08/15/2024,06/14/2024,Austin
